Ensembl;Gene.name;Refseq;CCDS.ID
ENST00000360001;SDF4;NM_016176;CCDS30553
ENST00000360003;MCMBP;NM_024834;CCDS7617
ENST00000360115;MACF1;NA;
ENST00000360240;MAP4;NM_002375;CCDS33750
ENST00000360244;APH1A;"NM_001243771; NM_016022";CCDS41391
ENST00000360270;MSN;NM_002444;CCDS14382
ENST00000360359;ANKS1A;NM_015245;CCDS4798
ENST00000360370;SLC41A3;NM_017836;CCDS43144
ENST00000360403;EIF2B3;NM_020365;CCDS517
ENST00000360426;STAU1;NM_017452;CCDS13415
ENST00000360458;MORF4L2;NA;CCDS14512
ENST00000360472;PEA15;"NM_001297577; NM_003768";CCDS1199
ENST00000360507;CNPPD1;"NM_001321390; NM_001321391; NM_015680";CCDS2433
ENST00000360541;ETF1;"NM_001364160; NM_001291974; NM_004730";CCDS4207
ENST00000360565;SCAF1;NM_021228;CCDS33074
ENST00000360579;VPS29;NM_057180;CCDS53832
ENST00000360820;SCYL2;"NM_001317784; NM_017988";CCDS9076
ENST00000360830;RPS24;NM_001142282;CCDS86123
ENST00000360840;MRPL37;NM_016491;CCDS589
ENST00000360864;DNAJC5;NM_025219;CCDS13546
ENST00000360876;EIF3B;NM_001037283;CCDS5332
ENST00000360943;UBE2Z;NM_023079;CCDS11540
ENST00000361198;LDB1;NM_003893;CCDS7528
ENST00000361204;SREBF2;NM_004599;CCDS14023
ENST00000361217;DENND4B;"NM_001367466; NM_014856";CCDS44228
ENST00000361219;SERBP1;NM_001018069;CCDS30747
ENST00000361246;CDC42BPB;NM_006035;CCDS9978
ENST00000361256;SPOUT1;NM_016390;CCDS6913
ENST00000361264;DCAF12;NM_015397;CCDS6549
ENST00000361272;CNOT7;"NM_013354; NM_001322093; NM_001322095; NM_001322096; NM_001322090; NM_001322091; NM_001322097; NM_001322092";CCDS6000
ENST00000361288;TAF11;NM_005643;CCDS4797
ENST00000361308;LMNA;NA;
ENST00000361337;TOP1;NM_003286;CCDS13312
ENST00000361351;UBL7;"NM_001286740; NM_201265";CCDS10263
ENST00000361357;MAP3K3;"NM_001363768; NM_203351";CCDS32701
ENST00000361368;SMURF1;"NM_001199847; NM_181349";CCDS34689
ENST00000361383;CTNNBL1;NM_030877;CCDS13298
ENST00000361427;HMGN2;NM_005517;CCDS283
ENST00000361439;NSMCE1;NM_145080;CCDS10628
ENST00000361464;OGA;NM_012215;CCDS7520
ENST00000361479;MPHOSPH8;NM_017520;CCDS9287
ENST00000361531;MRPL24;NM_145729;CCDS1155
ENST00000361532;ENSA;NM_207046;CCDS961
ENST00000361546;UBAP2L;NA;CCDS1063
ENST00000361564;OSTC;NM_021227;CCDS3681
ENST00000361565;IPO9;NM_018085;CCDS1415
ENST00000361574;R3HDM4;NM_138774;CCDS12048
ENST00000361575;RPL39;NM_001000;CCDS14586
ENST00000361587;HIPK1;NA;
ENST00000361605;C1orf174;NM_207356;CCDS53
ENST00000361611;PSMB5;NM_002797;CCDS9584
ENST00000361731;SFT2D1;NM_145169;CCDS5292
ENST00000361785;RNF13;NA;CCDS87154
ENST00000361786;CIPC;NM_033426;CCDS9855
ENST00000361804;SMC3;NM_005445;CCDS31285
ENST00000361891;ILF2;NM_004515;CCDS1050
ENST00000361906;TMEM184B;NM_012264;CCDS13969
ENST00000361937;INO80;NA;CCDS10071
ENST00000361983;KIF1BP;NM_015634;CCDS7284
ENST00000362003;PCGF3;"NM_001317836; NM_006315";CCDS3339
ENST00000362034;MRPL21;NM_181514;CCDS8186
ENST00000362091;FBH1;NM_178150;CCDS7072
ENST00000366535;ADSS;"NM_001365073; NM_001126";CCDS1624
ENST00000366607;TOMM20;NM_014765;CCDS1603
ENST00000366610;IRF2BP2;NM_001077397;CCDS41475
ENST00000366615;COA6;NM_001206641;CCDS76275
ENST00000366639;TSNAX;NM_005999;CCDS1596
ENST00000366647;GNPAT;"NM_001316350; NM_014236";CCDS1592
ENST00000366690;RAB4A;NM_004578;CCDS31050
ENST00000366718;GUK1;NM_001159391;CCDS1568
ENST00000366780;PHF10;NM_133325;CCDS5309
ENST00000366794;PARP1;NM_001618;CCDS1554
ENST00000366812;ACBD3;NM_022735;CCDS1551
ENST00000366815;H3F3A;NM_002107;CCDS1550
ENST00000366839;SRP9;NM_001130440;CCDS44323
ENST00000366862;FBXO28;NM_015176;CCDS1539
ENST00000366923;EPRS;NM_004446;CCDS31027
ENST00000366988;NENF;NM_013349;CCDS1505
ENST00000366997;LPGAT1;NM_014873;CCDS31018
ENST00000367034;MRPL18;"NM_001318817; NM_014161";CCDS5270
ENST00000367089;DYNLT1;"NM_001291602; NM_001291603; NM_006519";CCDS5257
ENST00000367103;MAPKAPK2;NM_032960;CCDS31001
ENST00000367142;NUCKS1;NM_022731;CCDS30987
ENST00000367188;PPP1R15B;NM_032833;CCDS1445
ENST00000367210;ZC3H11A;"NM_001350265; NM_001350263; NM_001350264";CCDS30978
ENST00000367242;TMEM183A;"NM_001322957; NM_001322956; NM_001322955; NM_001322958; NM_001322959; NM_138391; NM_001349859; NM_001349862";CCDS1432
ENST00000367249;CYB5R1;NM_016243;CCDS1431
ENST00000367287;TIMM17A;NM_006335;CCDS1417
ENST00000367334;TMEM9;"NM_001288569; NM_016456; NM_001288566; NM_001288568";CCDS1408
ENST00000367378;PCMT1;NA;
ENST00000367380;PCMT1;NM_001252051;CCDS75534
ENST00000367384;PCMT1;NM_001360456;
ENST00000367419;GINM1;NM_138785;CCDS5216
ENST00000367439;GLRX2;"NM_197962; NM_001319291";CCDS1381
ENST00000367478;TPR;NM_003292;CCDS41446
ENST00000367569;SF3B5;NM_031287;CCDS5204
ENST00000367576;LTV1;"NM_001329953; NM_032860";CCDS5201
ENST00000367595;ACBD6;NM_032360;CCDS1339
ENST00000367600;QSOX1;NM_001004128;CCDS30950
ENST00000367602;QSOX1;NM_002826;CCDS1337
ENST00000367627;TOR3A;NM_022371;CCDS1329
ENST00000367739;IFNGR1;NM_000416;CCDS5185
ENST00000367846;MPC2;NA;CCDS1266
ENST00000367889;MGST3;NM_004528;CCDS1249
ENST00000367942;ATF6;NM_007348;CCDS1235
ENST00000368003;UFC1;NM_016406;CCDS1220
ENST00000368010;PFDN2;NM_012394;CCDS1217
ENST00000368069;COPA;NM_001098398;CCDS41424
ENST00000368211;MRPL24;NM_024540;CCDS1155
ENST00000368232;GPATCH4;NM_182679;CCDS1146
ENST00000368235;NAXE;NM_144772;CCDS1145
ENST00000368277;PMF1;NM_007221;CCDS30886
ENST00000368300;LMNA;NM_170707;CCDS1129
ENST00000368305;LAMTOR2;NM_014017;CCDS1128
ENST00000368309;UBQLN4;"NM_001304342; NM_020131";CCDS1127
ENST00000368320;KHDC4;NA;
ENST00000368321;KHDC4;NM_014949;CCDS30885
ENST00000368336;DAP3;"NM_001199849; NM_004632; NM_033657";CCDS1120
ENST00000368346;ASH1L;NA;
ENST00000368400;DPM3;NM_153741;CCDS1095
ENST00000368467;PMVK;"NM_001323012; NM_001348696; NM_001323011; NM_006556";CCDS1073
ENST00000368494;NUS1;NM_138459;CCDS5118
ENST00000368521;C1orf43;"NM_001297718; NM_001098616";CCDS41404
ENST00000368567;RPS27;"NM_001349947; NM_001349946; NM_001030";CCDS1059
ENST00000368575;RAB13;NM_002870;CCDS1058
ENST00000368608;TSPYL1;NM_003309;CCDS34518
ENST00000368644;GLRX3;NM_001199868;CCDS7661
ENST00000368655;GATAD2B;NM_020699;CCDS1054
ENST00000368685;SNAPIN;NM_012437;CCDS1049
ENST00000368686;CHTOP;NA;
ENST00000368694;CHTOP;NM_015607;CCDS1048
ENST00000368719;S100A6;NM_014624;CCDS1040
ENST00000368830;MRPL9;NM_031420;CCDS1003
ENST00000368858;BUB3;NM_001007793;CCDS31306
ENST00000368865;BUB3;NM_004725;CCDS7635
ENST00000368884;PSMD4;NM_002810;CCDS991
ENST00000368886;IKZF5;NA;CCDS41574
ENST00000368954;CERS2;NM_022075;CCDS973
ENST00000369023;NSMCE4A;"NM_001167865; NM_017615";CCDS7624
ENST00000369043;ATE1;NM_007041;CCDS31299
ENST00000369077;MCMBP;"NM_001256379; NM_001256378";CCDS58099
ENST00000369109;APH1A;NM_001077628;CCDS41390
ENST00000369110;PREP;NA;
ENST00000369144;EIF3A;NM_003750;CCDS7608
ENST00000369151;CACUL1;NM_153810;CCDS41570
ENST00000369239;PNISR;"NM_032870; NM_001322412; NM_001322405; NM_001322414; NM_001322416; NM_001322410";CCDS5043
ENST00000369248;FAM160B1;NM_020940;CCDS31290
ENST00000369278;UFL1;NM_015323;CCDS5034
ENST00000369307;RBM8A;NA;
ENST00000369314;POLR3GL;NM_032305;CCDS72875
ENST00000369405;ZDHHC6;"NM_001351082; NM_001351083; NM_001351085; NM_001351084; NM_022494";CCDS7574
ENST00000369536;RARS2;"NM_001350505; NM_001350509; NM_001318785; NM_001350506; NM_001350510; NM_001350508; NM_001350511; NM_001350507; NM_020320";CCDS5011
ENST00000369541;BCAS2;NM_005872;CCDS874
ENST00000369550;DKC1;"NM_001142463; NM_001363";CCDS14761
ENST00000369552;SLC35A1;NM_006416;CCDS5010
ENST00000369622;SYNCRIP;"NM_006372; NM_001159675";CCDS5005
ENST00000369637;RHOC;NA;CCDS854
ENST00000369642;RHOC;NM_001042678;CCDS854
ENST00000369660;UBL4A;NM_014235;CCDS14754
ENST00000369709;RAP1A;"NM_001010935; NM_002884; NM_001291896";CCDS840
ENST00000369713;GSTO1;NM_004832;CCDS7555
ENST00000369762;ATP6AP1;NM_001183;CCDS35451
ENST00000369799;AHCYL1;NM_006621;CCDS818
ENST00000369817;RPL10;NA;CCDS14746
ENST00000369842;EMD;NM_000117;CCDS14745
ENST00000369905;ACTR1A;NM_005736;CCDS7536
ENST00000369937;CUEDC2;NM_024040;CCDS41566
ENST00000369983;GBF1;"NM_001199378; NM_004193; NM_001199379";CCDS7533
ENST00000370008;STXBP3;NM_007269;CCDS790
ENST00000370025;PRPF38B;NM_018061;CCDS788
ENST00000370086;SSR4;NM_006280;CCDS14731
ENST00000370152;MFSD14A;NM_033055;CCDS763
ENST00000370179;PPDPF;"NM_001353423; NM_024299";CCDS13523
ENST00000370223;LZTS2;"NM_032429; NM_001318099; NM_001318101";CCDS7507
ENST00000370321;RPL5;NA;CCDS741
ENST00000370339;YTHDF1;NM_017798;CCDS13511
ENST00000370372;BLOC1S2;"NM_001282439; NM_173809";CCDS7490
ENST00000370455;SMAP1;NM_001044305;CCDS43478
ENST00000370461;OGFR;NA;
ENST00000370476;CUTC;NM_015960;CCDS7483
ENST00000370483;COX15;"NM_001320974; NM_001320975; NM_004376";CCDS7481
ENST00000370487;MRGBP;NM_018270;CCDS13503
ENST00000370495;SLC25A28;NM_031212;CCDS41559
ENST00000370500;GTF2B;NM_001514;CCDS715
ENST00000370509;CREG1;NM_003851;CCDS1262
ENST00000370542;LMO4;NA;CCDS713
ENST00000370544;LMO4;NM_006769;CCDS713
ENST00000370554;SELENOF;NM_203341;CCDS76177
ENST00000370558;SH3GLB1;NM_016009;CCDS710
ENST00000370631;PI4K2A;NM_018425;CCDS7469
ENST00000370651;AL135905.2;NA;
ENST00000370654;RPF1;NM_025065;CCDS695
ENST00000370767;FUBP1;NA;
ENST00000370768;FUBP1;"NM_003902; NM_001303433";CCDS683
ENST00000370775;RTL8A;"NM_001134321; NM_001078172";CCDS43998
ENST00000370858;PSMA7;NA;
ENST00000370873;PSMA7;NM_002792;CCDS13489
ENST00000370920;ZRANB2;NM_203350;CCDS659
ENST00000370949;SRSF11;"NM_001350615; NM_001350612; NM_001350614; NM_001350610; NM_001350611; NM_001350613; NM_001350616";
ENST00000370950;SRSF11;"NM_001350608; NM_004768; NM_001350606; NM_001350605";CCDS647
ENST00000370951;SRSF11;"NM_001350607; NM_001350609; NM_001190987";CCDS53332
ENST00000370990;SERBP1;NM_001018068;CCDS30748
ENST00000370994;SERBP1;NM_015640;CCDS639
ENST00000370995;SERBP1;NM_001018067;CCDS30746
ENST00000371065;LEPROT;NM_017526;CCDS630
ENST00000371142;TM9SF3;NM_020123;CCDS7450
ENST00000371217;TCTN3;NM_015631;CCDS31258
ENST00000371317;MCTS1;NM_014060;CCDS14601
ENST00000371322;CUL4B;NM_001079872;CCDS43987
ENST00000371335;LAMP2;NM_013995;CCDS14600
ENST00000371341;TMEM59;"NM_001305052; NM_001305051; NM_001305049";CCDS81329
ENST00000371437;NDUFA1;NM_004541;CCDS14590
ENST00000371442;RNF113A;NM_006978;CCDS14589
ENST00000371443;MRPL41;NM_032477;CCDS7046
ENST00000371466;MAGOH;NA;
ENST00000371470;MAGOH;NM_002370;CCDS577
ENST00000371477;CDC5L;NM_001253;CCDS4912
ENST00000371558;UBE2A;NM_003336;CCDS14580
ENST00000371579;DPP7;NM_013379;CCDS7030
ENST00000371588;DPM1;"NM_001317036; NM_003859";CCDS13434
ENST00000371621;PTPN1;NM_002827;CCDS13430
ENST00000371626;TXNDC12;NM_015913;CCDS561
ENST00000371627;TNKS2;NM_025235;CCDS7417
ENST00000371646;HSP90AB1;"NM_001271972; NM_001271971; NM_007355";CCDS4909
ENST00000371648;EDF1;NM_153200;CCDS7012
ENST00000371649;EDF1;NM_001281297;CCDS65193
ENST00000371674;UBE2V1;"NM_001257395; NM_001032288";CCDS33483
ENST00000371711;B4GALT5;NM_004776;CCDS13420
ENST00000371717;PMPCA;NM_015160;CCDS35180
ENST00000371738;DNLZ;NM_001080849;CCDS35179
ENST00000371756;UBAC1;NM_016172;CCDS35177
ENST00000371764;DDX27;NA;CCDS13416
ENST00000371828;STAU1;"NM_001319134; NM_001037328";CCDS33481
ENST00000371835;BRD4;NM_014299;CCDS46004
ENST00000371873;CMPK1;"NM_001366135; NM_016308";CCDS549
ENST00000371917;ARFGEF2;NM_006420;CCDS13411
ENST00000371933;EFCAB14;NM_014774;CCDS30706
ENST00000371942;REXO4;"NM_001279351; NM_001279350; NM_020385";CCDS6969
ENST00000371953;PTEN;"NM_000314; NM_001304717";CCDS31238
ENST00000371964;SURF2;"NM_001278928; NM_017503";CCDS6967
ENST00000371974;SURF1;NM_003172;CCDS6966
ENST00000371984;POMGNT1;"NM_017739; NM_001290130; NM_001290129";CCDS531
ENST00000371989;SURF4;NM_033161;CCDS6968
ENST00000372014;MRPL14;"NM_032111; NM_001318767; NM_001318768; NM_001318769; NM_001318770";CCDS34460
ENST00000372133;MRPS18A;NM_018135;CCDS4906
ENST00000372134;GHITM;NM_014394;CCDS41542
ENST00000372171;MAD2L1BP;NM_014628;CCDS4904
ENST00000372209;RPS8;NA;
ENST00000372257;ERI3;"NM_001301699; NM_001301700; NM_001301698; NM_024066";CCDS30696
ENST00000372343;IPO13;NM_014652;CCDS503
ENST00000372360;RPS24;NA;CCDS7356
ENST00000372409;PCIF1;NM_022104;CCDS13388
ENST00000372422;YIPF3;NM_015388;CCDS4899
ENST00000372435;PRPS1;NM_002764;CCDS14529
ENST00000372447;C9orf78;NM_016520;CCDS6931
ENST00000372458;ELOVL1;"NM_001256402; NM_022821";CCDS485
ENST00000372483;NTMT1;NA;CCDS35160
ENST00000372521;SVBP;NM_199342;CCDS474
ENST00000372622;DNTTIP1;NM_052951;CCDS13369
ENST00000372692;SET;NM_001122821;CCDS48037
ENST00000372759;ZMPSTE24;NM_005857;CCDS449
ENST00000372797;CAP1;"NM_001350479; NM_001350480; NM_001350475; NM_001350476; NM_001105530";CCDS41309
ENST00000372833;CHCHD1;NM_203298;CCDS7334
ENST00000372853;URM1;NM_030914;CCDS6900
ENST00000372857;PABPC4;NM_003819;CCDS438
ENST00000372858;PABPC4;NM_001135653;CCDS44115
ENST00000372925;MACF1;NA;
ENST00000372945;MRPS16;NM_016065;CCDS7323
ENST00000372950;DNAJC9;NM_015190;CCDS7322
ENST00000372994;C9orf16;NM_024112;CCDS6893
ENST00000373001;RRAGC;"NM_001271851; NM_022157";CCDS430
ENST00000373019;SF3A3;"NM_001320830; NM_006802";CCDS428
ENST00000373062;GNL2;"NM_001323624; NM_001323623; NM_013285";CCDS421
ENST00000373166;TRAPPC3;NM_014408;CCDS404
ENST00000373212;SH3BGRL;NM_003022;CCDS14449
ENST00000373218;EIF4EBP2;NM_004096;CCDS7303
ENST00000373232;PPA1;NM_021129;CCDS7299
ENST00000373237;PSMB2;"NM_001199779; NM_002794";CCDS394
ENST00000373241;SAR1A;NM_020150;CCDS7298
ENST00000373335;COX7B;NA;
ENST00000373358;PBDC1;NM_016500;CCDS14432
ENST00000373365;GLO1;NM_006708;CCDS4837
ENST00000373391;ZFAND3;NA;
ENST00000373449;AK2;"NM_001199199; NM_013411; NM_001319139";CCDS373
ENST00000373451;CMTR1;NM_015050;CCDS4835
ENST00000373477;YARS;NM_003680;CCDS368
ENST00000373491;TBC1D22B;NM_017772;CCDS4832
ENST00000373537;BLCAP;NM_006698;CCDS13295
ENST00000373547;PPP6C;NM_002721;CCDS6861
ENST00000373585;DDX50;NM_024045;CCDS7283
ENST00000373586;EIF3I;NM_003757;CCDS357
ENST00000373616;MTCH1;NM_014341;CCDS4828
ENST00000373625;KPNA6;NM_012316;CCDS352
ENST00000373627;MTCH1;NM_001271641;CCDS64411
ENST00000373647;RABGAP1;NM_012197;CCDS6848
ENST00000373669;PIN4;NM_006223;CCDS14417
ENST00000373670;RC3H2;NA;CCDS43874
ENST00000373703;PEF1;"NM_001359651; NM_012392";CCDS345
ENST00000373715;SRSF3;NM_003017;CCDS4823
ENST00000373719;OGT;NM_181672;CCDS14414
ENST00000373731;KCTD20;NM_173562;CCDS4821
ENST00000373768;NDUFA8;NM_014222;CCDS6835
ENST00000373783;ADO;NM_032804;CCDS7266
ENST00000373795;SRSF4;NM_005626;CCDS333
ENST00000373840;RAB14;NM_016322;CCDS6827
ENST00000373841;NONO;NM_001145409;CCDS14410
ENST00000373912;RPA2;"NM_001355129; NM_002946";CCDS314
ENST00000373943;STX12;NM_177424;CCDS310
ENST00000373991;SCAND1;NA;CCDS13269
ENST00000374023;C6orf106;NM_024294;CCDS4796
ENST00000374050;ATP6V1G1;NM_004888;CCDS6807
ENST00000374077;ROMO1;NM_080748;CCDS13264
ENST00000374078;ROMO1;NA;CCDS13264
ENST00000374135;GPN2;NM_018066;CCDS289
ENST00000374169;POLE3;NA;CCDS6795
ENST00000374206;CDC26;NM_139286;CCDS6790
ENST00000374231;UQCC2;NA;
ENST00000374266;ZNF593;NM_015871;CCDS275
ENST00000374274;SNX12;"NM_001256187; NM_013346";CCDS14405
ENST00000374293;GNG10;"NM_001198664; NM_001017998";CCDS35107
ENST00000374303;MTFR1L;NM_001099625;CCDS41284
ENST00000374358;TMEM50A;NM_014313;CCDS264
ENST00000374433;ZNF32;"NM_001324167; NM_001324166; NM_001324164; NM_006973";CCDS7206
ENST00000374466;CSGALNACT2;"NM_018590; NM_001319654; NM_001319656";CCDS7201
ENST00000374500;CUTA;NM_001014433;CCDS34432
ENST00000374516;PHF1;NM_024165;CCDS4777
ENST00000374518;BMS1;NM_014753;CCDS7199
ENST00000374550;RPL11;NM_001199802;CCDS85940
ENST00000374586;TMEM245;NM_032012;CCDS43858
ENST00000374617;WDR46;"NM_001164267; NM_005452";CCDS4772
ENST00000374656;RING1;NM_002931;CCDS34424
ENST00000374675;SLC39A7;"NM_001077516; NM_001288777";CCDS43453
ENST00000374677;SLC39A7;NM_006979;CCDS43453
ENST00000374680;RXRB;NM_021976;CCDS4768
ENST00000374685;RXRB;"NM_001270401; NM_001291989";CCDS59007
ENST00000374732;USP48;NA;
ENST00000374759;SLC38A10;NM_001037984;CCDS42397
ENST00000374864;ITCH;"NM_001324198; NM_031483";CCDS13234
ENST00000374980;EIF2S2;"NM_001316363; NM_001316364; NM_003908";CCDS13231
ENST00000375003;HP1BP3;NA;
ENST00000375050;PBX2;NM_002586;CCDS4748
ENST00000375058;MAGED2;NM_014599;CCDS14362
ENST00000375107;AGPAT1;NM_006411;CCDS4744
ENST00000375147;NCBP1;"NM_001351504; NM_001351506; NM_001351507; NM_001351505; NM_002486";CCDS6728
ENST00000375151;TSR2;"NM_001346791; NM_001346790; NM_001346789; NM_001346792; NM_058163";CCDS14358
ENST00000375203;ATF6B;NM_004381;CCDS4737
ENST00000375225;UBR4;NA;
ENST00000375249;HABP4;NM_014282;CCDS6719
ENST00000375344;MFSD14B;NM_032558;CCDS6710
ENST00000375370;TFDP1;NM_007111;CCDS9538
ENST00000375436;RCC2;NM_018715;CCDS181
ENST00000375446;NINJ1;NM_004148;CCDS6703
ENST00000375499;SDHB;NM_003000;CCDS176
ENST00000375549;SDHD;NM_003002;CCDS31678
ENST00000375571;MAPRE1;NM_012325;CCDS13208
ENST00000375592;FBXO42;NM_018994;CCDS30613
ENST00000375631;NEU1;NM_000434;CCDS4723
ENST00000375661;LSM2;NM_021177;CCDS4722
ENST00000375663;VARS;NM_006295;CCDS34412
ENST00000375664;WAC;NM_100264;CCDS7161
ENST00000375743;ZBTB17;"NM_001324138; NM_003443";CCDS165
ENST00000375749;POFUT1;NM_015352;CCDS13198
ENST00000375759;SPEN;NM_015001;CCDS164
ENST00000375882;CSNK2B;"NM_001282385; NM_001320";CCDS4712
ENST00000375911;C6orf47;NM_021184;CCDS34399
ENST00000375976;BAG6;NM_001098534;CCDS4709
ENST00000375991;ISCA1;NM_030940;CCDS35056
ENST00000376016;YME1L1;NM_014263;CCDS7151
ENST00000376052;TPP2;NM_001330588;CCDS81777
ENST00000376227;CCDC22;NM_014008;CCDS14322
ENST00000376228;HLA-C;NM_002117;CCDS34393
ENST00000376395;UBQLN1;NM_013438;CCDS6663
ENST00000376488;OTUD5;NA;CCDS48104
ENST00000376511;PPP1R10;NM_002714;CCDS4681
ENST00000376547;STK24;NM_003576;CCDS9488
ENST00000376572;KIAA2013;NM_138346;CCDS141
ENST00000376582;TIMM17B;NM_005834;CCDS14308
ENST00000376630;HLA-E;NM_005516;CCDS34379
ENST00000376663;BMI1;NM_005180;CCDS7138
ENST00000376692;MAD2L2;NM_006341;CCDS134
ENST00000376729;WDR13;NM_001347217;CCDS14302
ENST00000376741;SP2;NM_003110;CCDS11521
ENST00000376745;PPP1CA;NM_002708;CCDS8160
ENST00000376772;PPP1R11;NM_021959;CCDS4671
ENST00000376809;HLA-A;NM_002116;CCDS34373
ENST00000376817;RACK1;NA;
ENST00000376838;MTOR;NA;
ENST00000376901;YIF1A;NM_020470;CCDS8132
ENST00000376925;CST3;NM_000099;CCDS13158
ENST00000376936;EXOSC10;NM_001001998;CCDS30584
ENST00000376957;SRM;NM_003132;CCDS125
ENST00000376980;DNAJC1;NM_022365;CCDS7136
ENST00000377039;ARAF;NM_001256197;CCDS59164
ENST00000377045;ARAF;NM_001654;CCDS35232
ENST00000377351;UBA1;NM_153280;CCDS14275
ENST00000377390;SF1;"NM_001346363; NM_004630";CCDS31599
ENST00000377452;DTD1;NM_080820;CCDS13138
ENST00000377453;CLN5;NA;
ENST00000377464;RERE;NA;
ENST00000377575;HMGN4;NM_006353;CCDS4615
ENST00000377577;DNAJC11;NM_018198;CCDS87
ENST00000377648;PHF13;NM_153812;CCDS85
ENST00000377658;KLHL21;NM_014851;CCDS30575
ENST00000377798;POLR1E;NM_022490;CCDS6611
ENST00000377811;NDUFB11;NM_001135998;CCDS48100
ENST00000377843;CSNK1A1;NM_001892;CCDS47303
ENST00000378060;VPS36;"NM_001282168; NM_016075";CCDS9434
ENST00000378078;RGP1;NM_001080496;CCDS47964
ENST00000378088;GBA2;NA;
ENST00000378103;GBA2;NM_020944;CCDS6589
ENST00000378119;C6orf62;NM_030939;CCDS4559
ENST00000378251;LRRC47;NM_020710;CCDS51
ENST00000378308;USP9X;NM_001039591;CCDS55403
ENST00000378344;TPRG1L;NM_182752;CCDS47
ENST00000378364;APRT;NM_000485;CCDS32511
ENST00000378372;HSPA14;NM_016299;CCDS7103
ENST00000378438;ATP6AP2;NA;
ENST00000378513;RER1;NA;
ENST00000378565;ITM2B;NA;CCDS9409
ENST00000378572;PRPF18;NM_003675;CCDS7100
ENST00000378578;DYNLT3;NM_006520;CCDS14243
ENST00000378586;MED4;NM_001270629;CCDS59241
ENST00000378609;GNB1;NM_002074;CCDS34
ENST00000378667;UQCRQ;NA;CCDS34237
ENST00000378670;UQCRQ;NM_014402;CCDS34237
ENST00000378720;ESD;NM_001984;CCDS9404
ENST00000378750;PEX16;NM_004813;CCDS31472
ENST00000378757;OPTN;NM_021980;CCDS7094
ENST00000378764;OPTN;NA;
ENST00000378852;API5;"NM_006595; NM_001243747";CCDS31465
ENST00000378887;SDHAF1;NM_001042631;CCDS32999
ENST00000378891;DVL1;NM_004421;CCDS22
ENST00000378954;ATL2;NM_001135673;CCDS46260
ENST00000379055;TPT1;NA;CCDS66538
ENST00000379056;TPT1;NM_001286273;CCDS66538
ENST00000379095;NGRN;NM_001033088;CCDS32329
ENST00000379378;E2F4;NM_001950;CCDS32464
ENST00000379487;WBP4;NM_007187;CCDS9375
ENST00000379540;NFX1;"NM_001318758; NM_002504";CCDS6538
ENST00000379542;TMEM14B;NM_030969;CCDS4515
ENST00000379607;EIF1AX;NM_001412;CCDS14196
ENST00000379638;REEP5;NM_005669;CCDS4109
ENST00000379666;MRPL33;NM_145330;CCDS33167
ENST00000379704;BAG1;"NM_001349299; NM_001172415";CCDS55301
ENST00000379719;IPO7;NM_006391;CCDS31425
ENST00000379751;CENPB;NM_001810;CCDS13064
ENST00000379804;PDHA1;NA;
ENST00000379847;NDUFB6;NM_002493;CCDS6528
ENST00000379852;NRBP1;"NM_001321362; NM_001321363; NM_013392";CCDS1753
ENST00000379888;RBM17;NM_032905;CCDS7077
ENST00000380155;SYAP1;NM_032796;CCDS14177
ENST00000380191;GDI2;NM_001494;CCDS7071
ENST00000380276;U2AF1;NM_001025203;CCDS33574
ENST00000380290;CIAO2A;NM_001014812;CCDS45278
ENST00000380325;MRPS26;NM_030811;CCDS13043
ENST00000380377;TBCA;NM_004607;CCDS4040
ENST00000380381;RPS6;NA;
ENST00000380394;RPS6;NM_001010;CCDS6492
ENST00000380412;ZNF768;NM_024671;CCDS10681
ENST00000380445;VPS16;NM_022575;CCDS13036
ENST00000380516;SLTM;"NM_001013843; NM_024755";CCDS10168
ENST00000380527;RRAGA;NM_006570;CCDS6488
ENST00000380542;NAP1L4;NM_005969;CCDS41599
ENST00000380591;BTF3;NM_001037637;CCDS34185
ENST00000380629;BNIP3L;NM_004331;CCDS6050
ENST00000380636;TMSB4X;NA;CCDS35202
ENST00000380649;HADHA;NM_000182;CCDS1721
ENST00000380680;UBL3;NM_007106;CCDS9334
ENST00000380764;WRNIP1;NA;
ENST00000380773;WRNIP1;NA;CCDS4475
ENST00000380817;SBF1;NM_002972;CCDS14091
ENST00000380843;IDH3B;NM_006899;CCDS13032
ENST00000381140;GTF3A;NM_002097;CCDS45019
ENST00000381192;CD99;"NM_001321370; NM_002414";CCDS14119
ENST00000381249;RDH14;NM_020905;CCDS1693
ENST00000381334;TMEM165;NM_018475;CCDS3499
ENST00000381342;SNRPB;NM_003091;CCDS13027
ENST00000381401;SLC25A6;NM_001636;CCDS14114
ENST00000381519;MRPL23;NA;CCDS31336
ENST00000381679;SON;NM_001291411;CCDS74784
ENST00000381692;SON;NM_001291412;CCDS77624
ENST00000381719;FKBP1A;NM_054014;CCDS13014
ENST00000381736;NUP58;NM_014089;CCDS9314
ENST00000381809;AK3;NM_016282;CCDS6455
ENST00000381854;CDC37L1;NM_017913;CCDS6454
ENST00000382384;WIPI2;NM_001033519;CCDS47532
ENST00000382409;DEAF1;"NM_021008; NM_001293634";CCDS31327
ENST00000382533;SAP18;NA;CCDS9295
ENST00000382581;MRFAP1;NA;CCDS3389
ENST00000382762;BET1L;NM_001098787;CCDS41582
